time,temperature_2m_max_(°C),temperature_2m_min_(°C),temperature_2m_mean_(°C),daylight_duration_(s),sunshine_duration_(s),precipitation_hours_(h),shortwave_radiation_sum_(MJ/m²)
7/15/2024,21.6,12.4,16.4,47476.28,40094.16,8,22.13
7/16/2024,22,11.6,16.8,47442.87,44076.01,5,25.59
7/17/2024,23.7,12.6,16.8,47408.25,37540.14,8,25.61
7/18/2024,21.4,14.4,17.3,47372.46,35812.35,14,22.11
7/19/2024,21.4,12.6,16.5,47335.57,41318.88,14,23.4
7/20/2024,21.2,13,16.8,47297.61,34894.09,10,19.05
7/21/2024,23.2,14.7,17.5,47258.64,39039.09,19,25.24
7/22/2024,20.7,13.4,16.5,47218.7,24189.89,13,19.12
7/23/2024,22.1,11.8,16.6,47177.83,41180.17,3,24.07
7/24/2024,21.4,12.9,16.6,47136.09,32756.51,13,20.43
7/25/2024,23.5,12.3,17.5,47093.52,37024.79,9,25.83
7/26/2024,22.4,13.5,16.9,47050.16,31130.09,9,22.37
7/27/2024,21.5,12.1,16.7,47006.07,37597.95,8,25.07
7/28/2024,22.9,12.5,17.2,46961.28,39064.58,14,22.07
7/29/2024,24,14.1,17.8,46915.84,36171.8,11,25.53
7/30/2024,22.8,14.5,17.7,46869.79,40810.1,16,23.47
7/31/2024,22,12.8,16.6,46823.11,38816.47,9,24.08
8/1/2024,24.2,13.4,17.5,46775.4,39777.43,12,24.97
8/2/2024,21.2,12.8,16.3,46726.66,34171.22,9,21.01
8/3/2024,22.6,10.9,15.7,46676.95,40046.95,8,24.84
8/4/2024,22.5,11.5,16,46626.31,37915.85,7,25.41
8/5/2024,22.8,13.1,16.8,46574.8,42329.75,12,24.9
8/6/2024,22.4,12.1,16.2,46522.49,41894.84,9,22.19
8/7/2024,23,13.6,17.1,46469.42,36770.64,12,23.81
8/8/2024,24.3,12.6,17.9,46415.64,37331.93,13,24.62
8/9/2024,23.7,12.7,17.9,46361.21,39822.45,3,24.01
8/10/2024,22.7,12.7,16.9,46306.18,40778.31,9,23.15
8/11/2024,21.9,13.3,16.5,46250.59,32932.16,7,18.35
8/12/2024,21.8,13.9,16.7,46194.5,36365.03,16,22.95
8/13/2024,22,12.8,16.8,46137.96,40108.35,10,24
8/14/2024,22.9,13.1,17.3,46081.01,40904.75,12,25.42
8/15/2024,24,13.4,17.5,46023.7,37504.91,17,24.35
8/16/2024,22,13.1,16.7,45966.08,26554.05,6,21.04
8/17/2024,22.9,13.5,17.3,45908.2,34346.47,13,23.33
8/18/2024,23.8,13.9,17.4,45850.09,36000,15,24.16
8/19/2024,24.1,13.2,17.3,45791.81,36263.48,7,24.34
8/20/2024,24,13.1,17.6,45733.31,41227.09,5,25.97
8/21/2024,22.2,12.7,16.9,45674.19,41948.79,9,25.81
8/22/2024,22.9,11.8,16.2,45614.4,39530.52,10,24.2
8/23/2024,21.1,13,16.7,45554,32435.97,10,19.34
8/24/2024,23.1,13.2,17,45493.05,32834.51,11,23.01
8/25/2024,23.4,13.2,17.4,45431.58,40504.03,8,24.44
8/26/2024,23.3,12.8,17.1,45369.64,40056.86,12,25.23
8/27/2024,23.2,12.8,17.3,45307.29,36967.79,8,22.7
8/28/2024,22.6,13.2,16.6,45244.57,33747.98,8,21.89
8/29/2024,22.9,11.9,16.7,45181.52,33593.65,11,23.46
8/30/2024,22.5,12.4,17,45118.18,33317.23,15,23.9
8/31/2024,23,13.4,17.5,45054.62,36703.36,13,24.97
9/1/2024,23.2,13.3,17.3,44990.86,37386.69,10,22.96
9/2/2024,23.2,12.9,17.1,44926.94,31898.43,10,21.97
9/3/2024,23.7,14,17.6,44862.92,39098.66,6,23.55
9/4/2024,23.6,11.9,17.1,44798.83,37635.67,8,23.68
9/5/2024,23.9,13.9,18.2,44734.72,40691.06,16,23.76
9/6/2024,22.2,13.6,17.6,44670.62,33430.77,16,20.73
9/7/2024,20.8,13.5,16.7,44606.59,36260.63,17,21.04
9/8/2024,20.9,12.6,15.7,44542.64,33209.11,4,18.76
9/9/2024,21.9,11.2,16.2,44478.77,37540.88,2,21.79
9/10/2024,21.1,13.8,16.9,44414.52,32482.86,4,18.21
9/11/2024,23,14.6,17.7,44349.86,37782.91,14,23.41
9/12/2024,22.2,11.3,17,44284.85,39738.35,1,22.9
9/13/2024,22.9,12.2,17.6,44219.52,39057.98,5,21.9
9/14/2024,23.5,14.2,17.9,44153.92,36058.72,12,22.57
9/15/2024,23.7,12.9,18,44088.09,39731.23,3,24.31
9/16/2024,22.9,13.1,17.3,44022.06,38648.5,7,21.54
9/17/2024,23,13.4,17.5,43955.89,36342.71,12,22.87
9/18/2024,23.6,13.3,17.5,43889.62,39732.37,9,24.63
9/19/2024,23.9,13.1,17.9,43823.28,39600,6,24.59
9/20/2024,24.4,14.6,18.3,43756.92,36200.6,20,23.39
9/21/2024,23.3,13.1,17.6,43690.58,39861.64,8,22.49
9/22/2024,23.8,13.7,17.7,43624.3,37847.56,16,22.79
9/23/2024,23.3,12.6,17,43558.12,38967.32,6,20.2
9/24/2024,19.9,13.7,16.3,43492.08,3983.65,11,10.79
9/25/2024,21.1,13,16.3,43426.22,23351.88,8,16.36
9/26/2024,17.3,13.3,15.1,43360.59,0,24,6.45
9/27/2024,17.8,13.2,15,43295.22,7070.61,23,9.14
9/28/2024,21.1,11.3,15,43230.15,29489.89,13,19.54
9/29/2024,20.6,13.6,16.2,43165.35,17406.3,15,14.57
9/30/2024,21.4,12.4,15.6,43100.36,32656.45,11,19.91
10/1/2024,20.1,11.3,15.4,43035.14,36053.92,12,17.88
10/2/2024,18.8,12.5,14.7,42969.74,15999.06,4,11.97
10/3/2024,22,8.7,14.6,42904.2,36000,0,24.06
10/4/2024,21.3,10.7,15.5,42838.57,33995.25,3,19.2
10/5/2024,20.4,11.7,15.4,42772.89,28800,13,16.95
10/6/2024,21.1,14.7,16.4,42707.22,17004.83,22,10.79
10/7/2024,20.2,12,15.4,42641.59,17757.47,16,11.73
10/8/2024,20,13.2,15.6,42576.06,19209.46,16,14.84
10/9/2024,21.2,10.9,15.3,42510.67,25877.59,2,16.32
10/10/2024,20.7,7.5,13.8,42445.46,39485.37,0,25.33
10/11/2024,19.3,6.3,12.6,42380.49,39309.09,0,25.07
10/12/2024,20,6,12,42315.8,39259.65,0,24.3
10/13/2024,19.3,8.5,13.1,42251.45,34742.7,1,18.13
10/14/2024,21.8,10.4,15.2,42187.47,36737.3,3,21.86
10/15/2024,22.3,8.2,15,42123.93,36166.23,0,22.08
10/16/2024,23,8.4,15.7,42060.86,39142.56,1,22.11
10/17/2024,21.5,9.4,14.4,41998.32,38430.46,1,22.48
10/18/2024,21.8,10.1,15.1,41936.38,38312.39,0,21.79
10/19/2024,23,12.2,16.4,41874.96,38937.68,3,19.48
10/20/2024,18.2,10.7,14.2,41813.6,6576.3,4,8.12
10/21/2024,18.3,13.2,15.1,41752.23,7458.91,19,8.73
10/22/2024,22.7,12.3,16.4,41690.91,36000,10,20.15
10/23/2024,22,9.6,15.1,41629.7,38772.07,0,23.33
10/24/2024,21.5,9.9,14.9,41568.66,36260,0,21.24
10/25/2024,21.7,9.9,14.6,41507.83,38692.38,0,22.89
10/26/2024,21.3,10.1,14.6,41447.28,30992.48,3,18.01
10/27/2024,20.9,11.5,15,41387.05,38615.38,3,17.95
10/28/2024,19.8,10.9,14.5,41327.21,36677.67,9,18.48
10/29/2024,20.4,9.9,14.6,41267.81,36984.72,4,18.71
10/30/2024,22.6,9.9,15.3,41208.92,38506.01,2,20.48
10/31/2024,23.7,10.6,17,41150.59,38471.41,4,19.86
11/1/2024,22.6,10.4,16.4,41092.89,33280.96,5,18.21
11/2/2024,22.3,11.9,16.3,41035.88,36640.66,4,17.67
11/3/2024,23.3,10.1,16.2,40979.61,35958.1,5,19.51
11/4/2024,23.8,9.6,16.6,40924.15,36339.91,0,21.08
11/5/2024,24.2,10,16.5,40869.57,38211.46,0,20.55
11/6/2024,21.4,21.4,NaN,40815.93,NaN,0,NaN
11/7/2024,NaN,NaN,NaN,40763.29,NaN,0,NaN
